entity_id,quarter,source_identifiers,source_release_dates,retrieved_at,hicp_all_items_quarterly_average,hicp_energy_quarterly_average,hicp_all_items_months_observed,hicp_energy_months_observed,hicp_all_items_complete,hicp_energy_complete,cpi_yoy,energy_cpi_yoy
PRT,2011Q3,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,96.57333333333334,83.29,3,3,True,True,3.092196562644567,6.791178733225056
PRT,2011Q4,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,97.63666666666666,92.53,3,3,True,True,3.7878251009850317,17.28989732538979
PRT,2012Q1,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,98.45,95.77,3,3,True,True,3.341497550734762,15.757453666398069
PRT,2012Q2,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,99.36333333333332,96.6,3,3,True,True,2.7825667195365833,16.222177661921002
PRT,2012Q3,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,99.42,97.50333333333332,3,3,True,True,2.947673615905,17.064873734341823
PRT,2012Q4,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,99.63666666666666,98.45666666666666,3,3,True,True,2.0484107746406854,6.4051298677906265
PRT,2013Q1,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,98.88333333333333,100.25666666666666,3,3,True,True,0.44015574741831376,4.684835195433501
PRT,2013Q2,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,100.19666666666669,99.88333333333333,3,3,True,True,0.8386728840283464,3.3988957902001404
PRT,2013Q3,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,99.82666666666668,99.95666666666666,3,3,True,True,0.4090390934084587,2.5161532939044884
PRT,2013Q4,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,99.71,99.74,3,3,True,True,0.07360074938944638,1.3034499102820174
PRT,2014Q1,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,98.74,101.92333333333332,3,3,True,True,-0.14495196359345375,1.6623998404096119
PRT,2014Q2,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,99.98333333333332,101.54333333333334,3,3,True,True,-0.2129146012841754,1.6619389287502173
PRT,2014Q3,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,99.56666666666666,101.54333333333334,3,3,True,True,-0.2604514491786003,1.587354520292128
PRT,2014Q4,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,99.69,100.74666666666668,3,3,True,True,-0.02005816868919652,1.009290822805986
PRT,2015Q1,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,98.73666666666668,100.96999999999998,3,3,True,True,-0.003375869286326161,-0.9353435588841275
PRT,2015Q2,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,100.71666666666664,100.80333333333334,3,3,True,True,0.7334555759292982,-0.7287529133703119
PRT,2015Q3,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,100.32,99.43666666666668,3,3,True,True,0.7566119852695063,-2.0746479335587265
PRT,2015Q4,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,100.22666666666667,98.79333333333334,3,3,True,True,0.5383355067375639,-1.9388565378507305
PRT,2016Q1,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,99.18,99.83333333333331,3,3,True,True,0.4490057729313657,-1.1257469215278482
PRT,2016Q2,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,101.25333333333332,99.91666666666669,3,3,True,True,0.5328479232169503,-0.8796005423100994
PRT,2016Q3,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,101.06333333333332,97.44,3,3,True,True,0.7409622541201477,-2.007978277630673
PRT,2016Q4,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,101.04666666666668,97.00666666666666,3,3,True,True,0.818145536783299,-1.8084891018287474
PRT,2017Q1,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,100.58666666666666,98.48666666666666,3,3,True,True,1.4182966996034052,-1.3489148580968169
PRT,2017Q2,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,102.98666666666666,98.29,3,3,True,True,1.7118777982618072,-1.6280233527940058
PRT,2017Q3,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,102.38666666666668,97.67666666666666,3,3,True,True,1.309409940961137,0.24288451012588474
PRT,2017Q4,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,102.84666666666668,98.55333333333331,3,3,True,True,1.7813551494358926,1.5943921379973691
PRT,2018Q1,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,101.45,100.53333333333336,3,3,True,True,0.8582979851537775,2.0781154809449864
PRT,2018Q2,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,104.26666666666668,100.61666666666667,3,3,True,True,1.242879337131031,2.367144843490343
PRT,2018Q3,eurostat_hicp_midx_cp00_i15_2010_2019_2026_02_06|eurostat_hicp_midx_cp045_i15_2010_2025_2026_02_06,2026-02-06,2026-07-18T13:36:09.327867+00:00|2026-07-18T13:36:12.596560+00:00,104.21666666666664,100.98666666666666,3,3,True,True,1.7873421018361313,3.388731529194966
