iso3,quarter,split,actual,arima_pred,var_pred
JPN,2023Q3,test,,-0.7574274785595402,
JPN,2023Q4,test,,-0.7574274785595402,
JPN,2024Q1,test,,-0.7574274785595402,
JPN,2024Q2,test,,-0.7574274785595402,
JPN,2024Q3,test,,-0.7574274785595402,
JPN,2024Q4,test,,-0.7574274785595402,
KOR,2019Q1,val,0.6521980929521609,0.3634236243095306,0.7185873974820712
KOR,2019Q2,val,0.0445900232337148,0.6856781423572696,0.7197778386351661
KOR,2019Q3,val,0.2956170251274592,-0.028169210956943427,-0.2263788998662855
KOR,2019Q4,val,0.966648279944593,0.32944169253751443,0.33603569910396686
KOR,2020Q1,val,0.0087066009433867,1.0398424819655752,-0.028656874734373894
KOR,2020Q2,val,0.7218353518364529,-0.0853178975070602,-0.662545911408071
KOR,2020Q3,val,0.4541489969624335,0.7700473093989634,0.7697991109328568
KOR,2020Q4,val,1.4224324594421356,0.4376557149020863,0.12703665542972564
KOR,2021Q1,test,2.487862045873279,1.4642729623774526,2.1387207693378474
KOR,2021Q2,test,2.5352675006650394,2.5613528923068265,3.631016857213832
KOR,2021Q3,test,3.5462408516300226,2.533401269325682,2.458692226083084
KOR,2021Q4,test,3.806739801615766,3.617799382465752,3.028642435419745
KOR,2022Q1,test,5.407083115524891,3.820691179973639,3.646729211801568
KOR,2022Q2,test,5.876435849179007,5.534434319832034,5.163900276460197
KOR,2022Q3,test,5.24641778577406,5.906433289920445,5.157557739087116
KOR,2022Q4,test,4.742920423983965,5.1868024211451,4.84575855006878
KOR,2023Q1,test,3.2297058550039504,4.699943749872074,3.0465555884957665
KOR,2023Q2,test,3.135247785712081,3.0670400456620763,2.449330363276883
KOR,2023Q3,test,3.5333801398089726,3.142324957782034,2.9504477791366863
KOR,2023Q4,test,,3.5766637027691144,3.1381294303364746
KOR,2024Q1,test,,3.5766637027691144,3.6498252314920516
KOR,2024Q2,test,,3.5766637027691144,3.3750208993744315
KOR,2024Q3,test,,3.5766637027691144,3.1268800436075836
KOR,2024Q4,test,,3.5766637027691144,3.2245561003202226
MEX,2019Q1,val,4.213954359875727,3.982438827277317,4.317465197623687
MEX,2019Q2,val,3.312433837576223,4.252773718146696,4.032487061489766
MEX,2019Q3,val,2.9403831207424735,3.163918808788368,3.178785352447748
MEX,2019Q4,val,3.394338428964283,2.904465612885587,3.4219306117704607
MEX,2020Q1,val,2.772686050035511,3.475478112619243,5.237564944751578
MEX,2020Q2,val,3.895275987419145,2.666363278816126,2.9148718661304964
MEX,2020Q3,val,3.520778419045878,4.041219988273848,4.289365118534853
MEX,2020Q4,val,3.987511631873475,3.4706021676952172,4.306468451368334
MEX,2021Q1,test,5.952098348272972,4.0348401018155435,4.143890992496932
MEX,2021Q2,test,5.79949742097603,6.189293056540458,6.5980681881752945
MEX,2021Q3,test,6.990518372413135,5.762306106221088,7.276380493682076
MEX,2021Q4,test,7.26885236406527,7.099141371784638,7.290868172726347
MEX,2022Q1,test,7.774281567790542,7.284214895451687,5.96338397394334
MEX,2022Q2,test,8.515901096277556,7.820578378793214,7.319917650478612
MEX,2022Q3,test,8.005054473176166,8.586494577578321,7.350149971568408
MEX,2022Q4,test,7.456119575154774,7.9511067959515405,7.209647883981853
MEX,2023Q1,test,5.7123909271424855,7.406691076977558,6.432700561834398
MEX,2023Q2,test,4.625376162953754,5.515994900301483,4.150664291458139
MEX,2023Q3,test,4.414576865610487,4.501890749436677,3.3003065877952453
MEX,2023Q4,test,4.567861954826835,4.401755764697182,3.46460836820806
MEX,2024Q1,test,4.77199527661043,4.592445843717486,4.260977963324182
MEX,2024Q2,test,5.022431622134338,4.798668242715315,5.089197068227511
MEX,2024Q3,test,,5.055841645576805,4.828490645778837
MEX,2024Q4,test,,5.055841645576805,4.946410086895295
NLD,2019Q1,val,2.6580111746277835,2.573234570478247,2.5009924285143588
NLD,2019Q2,val,2.6676902408598213,2.6635285009787086,2.2855497566638174
