iso3,quarter,actual,stgnn_pred,split
CHN,2024Q3,0.19418157637119293,1.1157841682434082,test
DEU,2024Q3,2.297873020172119,2.480512857437134,test
FRA,2024Q3,1.2702436447143555,2.2261290550231934,test
GBR,2024Q3,3.404146432876587,3.3871166706085205,test
IDN,2024Q3,1.5813572406768799,2.3404457569122314,test
IND,2024Q3,3.939452648162842,3.4131507873535156,test
ITA,2024Q3,1.1689395904541016,1.505729079246521,test
SGP,2024Q3,2.3895113468170166,5.259873867034912,test
TUR,2024Q3,46.64271926879883,54.42813491821289,test
USA,2024Q3,2.723167657852173,3.267857313156128,test
VNM,2024Q3,3.6210927963256836,3.6231961250305176,test
ZAF,2024Q3,2.811086654663086,4.574623107910156,test
